,overview,title,vote_average,Crime,Comedy,Adventure,Action,Science Fiction,Animation,Family,Drama,Romance,Music,Fantasy,Thriller,War,Western,Mystery,History,Horror,Documentary,Foreign,TV Movie
2612,duets is a roadtrip comedy which revolves around the little known world of karaoke and the whimsical characters who inhabit it all roads lead to omaha site of a national karaoke competition where this motley group of singers and stars come together for a blowout singoff,duets,5.5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2613,an argentinian crime drama revolving around a sheet of rare stamps the nine queens,nine queens,7.4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2614,when miley stewart aka popstar hannah montana gets too caught up in the superstar celebrity lifestyle her dad decides its time for a total change of scenery but sweet nibblets miley must trade in all the glitz and glamour of hollywood for some ol blue jeans on the family farm in tennessee and question if she can be both miley stewart and hannah montana with a little help from her friends  and awesome guest stars taylor swift rascal flatts and vanessa williams  will she figure out whether to choose hannah or miley,hannah montana the movie,6.0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2615,five disparate kids snowed in at the airport on christmas eve learn some lessons about friendship when they launch a bid to get back to their families and outsmart a disgruntled airport official who wants to keep them grounded,unaccompanied minors,5.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,on his latest expedition dr rick marshall is sucked into a spacetime vortex alongside his research assistant and a redneck survivalist in this alternate universe the trio make friends with a primate named chaka their only ally in a world full of dinosaurs and other fantastic creatures,land of the lost,5.3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,seemingly mildmannered businessman edmond burke visits a fortuneteller and hears a remark that spurs him to leave his wife abruptly and seek what is missing from his life encounters with strangers and unsavory people weaken the barriers encompassing his longsuppressed rage until edmond explodes in violence,edmond,6.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2618,the harrowing story of a disturbed young mans attempts to win the affections of an unsuspecting young woman when doug first sees amy he instantly falls for her and begins to watch her every move going so far as to set up spy cameras in her apartment however as his fascination grows into obsession hes no longer satisfied with just watching,alone with her,6.2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2619,with their women having been enslaved by a pack of lesbian vampires the remaining menfolk of a rural town send two hapless young lads out onto the moors as a sacrifice,lesbian vampire killers,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2620,forks washington resident bella swan is reeling from the departure of her vampire love edward cullen and finds comfort in her friendship with jacob black a werewolf but before she knows it shes thrust into a centuriesold conflict and her desire to be with edward at any cost leads her to take greater and greater risks,the twilight saga new moon,5.6,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2621,when she learns shes in danger of losing her visa status and being deported overbearing book editor margaret tate forces her putupon assistant andrew paxton to marry her,the proposal,6.7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2622,a radical american journalist becomes involved with the communist revolution in russia and hopes to bring its spirit and idealism to the united states,reds,7.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2623,a young man lerman moves from montana to florida with his family where hes compelled to engage in a fight to protect a population of endangered owls,hoot,5.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2624,a delicately told and deceptively simple story of a group of children in a depressed small town who band together to cover up a tragic mistake,george washington,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2625,from academy award winners graham king and martin scorsese along with the makers of gosford park and the departed comes the story of queen victorias early rise to power from an object of a royal powerstruggle to her romantic courtship and legendary marriage to prince albert emily blunt the devil wears prada gives a stunning performance as the young victoria packed with drama romance breathtaking cinematography lavish costumes and featuring an outstanding british cast including jim broadbent harriet walter mark strong paul bettany miranda richardson and rupert friend the young victoria has captivated british audiences and is the film that company magazine called an epic british film which will sweep you up in her remarkable story,the young victoria,7.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2626,for beary barrington the country bears young 1 fan fitting in with his alltoohuman family is proving impawsible when he runs away to find country bear hall and his heroes he discovers the venue that made them famous is near foreclosure beary hightails it over the river and through the woods to get the bears in the band back together for an allout reunion concert to save country bear hall,the country bears,4.3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,hapless museum night watchman larry daley must help his living breathing exhibit friends out of a pickle now that theyve been transferred to the archives at the smithsonian institution larrys misadventures this time include close encounters with amelia earhart abe lincoln and ivan the terrible,night at the museum battle of the smithsonian,5.9,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2628,a group of teenage girls heading into the city hook up with a gang of drugaddled neerdowells and are brutally murdered the killers find their way to the home of one of their victims parents where both father and mother exact a horrible revenge,the last house on the left,6.2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2629,luke and roger are just another couple of college guys trying to lose their virginity but when luke sees something unusual he begins to suspect that the girls on campus arent exactlyhuman,decoys,4.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2630,when todd anderson signs a 30 million deal with his hometown team the new jersey nets he knows that his life is set for a big change to keep things real he decides to throw a barbeque at his place  just like the ones his family used to have but when you have new and old friends family agents and product reps in the same house things are bound to get crazy,the cookout,4.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2631,flamboyantly gay austrian television reporter bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality,brno,5.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,armed men hijack a new york city subway train holding the passengers hostage in return for a ransom and turning an ordinary days work for dispatcher walter garber into a faceoff with the mastermind behind the crime,the taking of pelham 1 2 3,6.2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2633,mindcontrol technology has taken society by a storm a multiplayer online game called slayers allows players to control human prisoners in massscale simon lerman controls kable butler the online champion of the game kables ultimate challenge becomes regaining his identity and independence by defeating the games mastermind hall,gamer,5.6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2634,before the war in berlin adam was an entertainer cabaret impresario magician musicianloved by all until he finds himself in a concentration camp confronted by commandant klein adam survives the camp by becoming the kleins dog entertaining him while his wife and daughter are sent off to die adam resurrected is the story of a man who once was a dog who meets a dog who once was a boy,adam resurrected,6.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2635,a young woman becomes inexplicably attracted to a man who is stalking her when her boyfriend goes missing the stalker is the immediate suspect until a game of jealousy and betrayal turns deadly,the cry of the owl,5.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2636,a young man who was sentenced to 7 years in prison for robbing a post office ends up spending 30 years in solitary confinement during this time his own personality is supplanted by his alter ego charles bronson,bronson,6.9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2637,during a routine prison work detail convict piper is chained to dodge a cyberhacker when gunfire breaks out apparently the attack is related to stolen money that the mafia is after and some computer files that somebody wants desperately to bury the pair who dont exactly enjoy each others company escape and must work together if they are to reach atlanta alive luckily they meet a woman who may be willing to help them,fled,5.2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2638,documentary filmmaker robert kenner examines how mammoth corporations have taken over all aspects of the food chain in the united states from the farms where our food is grown to the chain restaurants and supermarkets where its sold narrated by author and activist eric schlosser the film features interviews with average americans about their dietary habits commentary from food experts like michael pollan and unsettling footage shot inside largescale animal processing plants,food inc,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2639,following her boyfriends suicide supermarket clerk morvern callar passes off his unpublished novel as her own,morvern callar,7.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2640,in 1958 new york diane arbus is a housewife and mother who works as an assistant to her husband a photographer employed by her wealthy parents respectable though her life is she cannot help but feel uncomfortable in her privileged world one night a new neighbor catches dianes eye and the enigmatic man inspires her to set forth on the path to discovering her own artistry,fur an imaginary portrait of diane arbus,5.8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2641,a sheriff and his son who are tracking down a group of bank robbers on their way to mexico only to discover that they are being stalked by a far more deadly enemy  the reeker,no mans land the rise of reeker,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
